z,mu,sigma
0.93585000,24.28010000,0.23841500
0.97423000,24.85810000,0.19970200
1.01242000,24.86470000,0.36609000
1.01988000,25.02270000,0.22428400
1.02088000,24.71760000,0.47470300
1.02789000,25.28340000,0.35235200
1.04817000,25.16990000,0.48801100
1.12092000,25.18750000,0.22199400
1.23225000,25.06770000,0.60989900
1.23597000,25.65200000,0.27240000
1.29911000,25.61110000,0.27396300
1.30410000,25.46760000,0.31536300
1.30611000,25.76670000,0.44434300
1.31317000,25.53370000,0.31519500
1.32910000,25.62150000,0.23681000
1.34101000,25.50110000,0.30520300
1.35136000,25.29620000,0.31731400
1.35608000,25.55640000,0.23674700
1.39103000,25.54140000,0.37337000
1.41633000,25.20490000,0.73528100
1.54290000,25.83720000,0.37003100
1.54901000,26.04000000,0.23220600
1.61505000,25.90650000,0.33192700
1.69706000,26.03330000,0.37952100
1.80119000,26.23350000,0.28068500
1.91165000,26.17030000,0.35762400
2.26137000,26.92980000,0.28001100
