galaxy,R_kpc,Vobs_kms,e_Vobs_kms,gobs_mps2,gbar_mps2,gpred_mps2,log10_gobs,log10_gbar,log10_gpred,delta_dex
UGC11820,13.14,81.25,0.73,1.628174050835051e-11,3.5413651447427433e-12,2.2436005431490792e-11,-10.788299171144077,-11.450829291493484,-10.649054463524966,-0.13924470761911145
UGC11820,15.82,84.45,1.31,1.4609733146907425e-11,2.8595003769214027e-12,1.999055961904723e-11,-10.83535771656974,-11.543709841871332,-10.699175047999827,-0.1361826685699139
UGC11914,0.28,168.0,49.7,3.2667055237599198e-09,3.729026962836037e-09,3.743226189314565e-09,-8.485890013112632,-8.428404476448677,-8.426753929283334,-0.0591360838292978
UGC11914,0.37,187.0,40.2,3.062886783042703e-09,3.1181200019725408e-09,3.137295500804776e-09,-8.513869056216135,-8.506107174845823,-8.50344457332494,-0.010424482891195908
UGC11914,0.47,204.0,26.9,2.8695376789258874e-09,2.6476470751217117e-09,2.6720178630183813e-09,-8.542188068306059,-8.577139905766398,-8.573160642834074,0.030972574528014718
UGC11914,0.56,218.0,23.5,2.750264195563464e-09,2.341685762073773e-09,2.3702825289753665e-09,-8.56062558501913,-8.630471384649539,-8.62519988459667,0.06457429957754002
UGC11914,0.65,232.0,8.63,2.6835646842315925e-09,2.0985535097065536e-09,2.131095534223966e-09,-8.571287932083195,-8.678079952507291,-8.671397080996114,0.10010914891291911
UGC11914,0.75,243.0,4.97,2.5515303501653376e-09,1.898126468061686e-09,1.9343746627019874e-09,-8.593199261417213,-8.721674854842583,-8.713459405027958,0.12026014361074466
UGC11914,0.84,253.0,3.65,2.4695123992624333e-09,1.7780948396663063e-09,1.8167807866280595e-09,-8.607388788932385,-8.750045078435955,-8.740697471646937,0.13330868271455287
UGC11914,0.93,262.0,2.86,2.3920435865012796e-09,1.692192261102093e-09,1.7327304196270196e-09,-8.621230911136582,-8.77155029543874,-8.761269000110929,0.14003808897434666
UGC11914,1.03,269.0,3.8,2.2767575744027545e-09,1.6061788029961453e-09,1.6486656287184892e-09,-8.642683209922495,-8.794206109846776,-8.782867416112484,0.14018420618998917
UGC11914,1.12,275.0,5.39,2.1882494086091974e-09,1.5314627617154712e-09,1.5757212728146074e-09,-8.659903180231794,-8.814893558816994,-8.802520601810992,0.14261742157919777
UGC11914,1.21,280.0,5.01,2.099810713160647e-09,1.4585244069108525e-09,1.5045851334169149e-09,-8.67781985285415,-8.836086299008471,-8.822583233695148,0.14476338084099893
UGC11914,1.3,284.0,10.0,2.0106791874571135e-09,1.3859646422675285e-09,1.433890784024807e-09,-8.6966572174349,-8.85824784899115,-8.843483926563408,0.14682670912850782
UGC11914,1.41,287.0,6.59,1.893189711292503e-09,1.3008081752253238e-09,1.351016804185695e-09,-8.722805864409533,-8.88578674231882,-8.869339249112882,0.1465333847033481
UGC11914,1.5,289.0,3.56,1.8044875135578855e-09,1.2355121019559224e-09,1.2875389595879174e-09,-8.743646118764724,-8.908152996286235,-8.89023962078925,0.14659350202452615
UGC11914,1.59,290.0,6.13,1.7141480392595667e-09,1.1746258408979891e-09,1.228400512475858e-09,-8.765951673744677,-8.93010044923122,-8.910660011045811,0.1447083373011342
UGC11914,1.68,291.0,10.2,1.6335263750561804e-09,1.1169480618198093e-09,1.172423656268612e-09,-8.786873848976187,-8.951967021145347,-8.930915427283011,0.1440415783068243
UGC11914,1.78,292.0,8.61,1.5523696928942942e-09,1.0571653839816528e-09,1.1144480893515057e-09,-8.809004844634195,-8.97585706592614,-8.952940156015725,0.14393531138152937
UGC11914,1.87,292.0,11.2,1.4776567130223762e-09,1.007141123125612e-09,1.0659679633926e-09,-8.8304264488618,-8.996909670756672,-8.972255847402211,0.14182939854041088
UGC11914,1.96,291.0,5.15,1.4001654643338689e-09,9.61685790665028e-10,1.021938475259383e-09,-8.8538206386068,-9.016966800800482,-8.990575249660852,0.13675461105405162
UGC11914,2.05,291.0,4.92,1.3386947854118941e-09,9.210464853057958e-10,9.825899023863397e-10,-8.873318428306078,-9.03571845036522,-9.007627703218118,0.1343092749120398
UGC11914,2.16,291.0,9.32,1.2705205139325846e-09,8.759008095591041e-10,9.388924948096239e-10,-8.896018318401255,-9.057545072256804,-9.027384132530315,0.1313658141290599
UGC11914,2.25,290.0,7.19,1.2113312810767606e-09,8.421498917840207e-10,9.062316712877576e-10,-8.916737067535589,-9.074610602822071,-9.042760764022697,0.12602369648710798
UGC11914,2.34,290.0,12.2,1.1647416164199621e-09,8.111480445455569e-10,8.762345381372934e-10,-8.93377040683437,-9.09089987444292,-9.057379632432873,0.12360922559850351
UGC11914,2.43,290.0,7.94,1.1216030380340376e-09,7.833528135684452e-10,8.493411169152384e-10,-8.950160823022538,-9.106042592379728,-9.070917851051034,0.1207570280284962
UGC11914,2.46,290.0,5.16,1.1079249522043542e-09,7.748785483559893e-10,8.411417141759664e-10,-8.955489656527606,-9.110766361896511,-9.075130828815904,0.11964117228829885
UGC11914,2.53,290.0,3.56,1.0772709021433644e-09,7.556258431199271e-10,8.225128854530494e-10,-8.967675070600045,-9.121693197213347,-9.084857289685196,0.11718221908515147
UGC11914,2.62,290.0,3.79,1.0402654131384392e-09,7.320938109262353e-10,7.997414476984754e-10,-8.982855840743971,-9.135433264628533,-9.097050395491706,0.11419455474773521
UGC11914,2.71,290.0,5.65,1.0057178532925133e-09,7.106222960478845e-10,7.78960927834768e-10,-8.997523840298632,-9.1483611704765,-9.108484325705255,0.11096048540662373
UGC11914,2.8,290.0,9.38,9.733912080081111e-10,6.898399887863466e-10,7.588435354091905e-10,-9.011712580766446,-9.16125163396707,-9.119847761276247,0.10813518050980164
UGC11914,2.99,290.0,10.6,9.11536917198231e-10,6.475327846871991e-10,7.178727557522185e-10,-9.040225737748656,-9.188738238291815,-9.143952528420616,0.10372679067195989
UGC11914,3.28,291.0,15.3,8.366842408824339e-10,5.884229890059355e-10,6.605705529693391e-10,-9.077438410962003,-9.230310368229707,-9.180080790269141,0.10264237930713804
UGC11914,3.74,292.0,18.8,7.388283565111881e-10,5.066275072137975e-10,5.810801656556935e-10,-9.131456444525782,-9.295311233995037,-9.23576394833217,0.10430750380638898
UGC11914,3.83,292.0,15.2,7.214668546610558e-10,4.923727725027757e-10,5.671928928099443e-10,-9.141783616293925,-9.307705970929065,-9.246269219702214,0.10448560340828905
UGC11914,4.02,292.0,19.8,6.873676749631452e-10,4.6454107638226586e-10,5.400395148166164e-10,-9.162810895409772,-9.332975878102145,-9.267574461586374,0.10476356617660265
UGC11914,4.09,292.0,2.4,6.756034360273456e-10,4.547786181452974e-10,5.305011405590384e-10,-9.170308150332643,-9.342199962277624,-9.275313678043576,0.10500552771093297
UGC11914,4.12,292.0,9.0,6.706839935320009e-10,4.5068635551450145e-10,5.265004549140581e-10,-9.173482058358436,-9.346125589953118,-9.27860124923333,0.10511919087489296
UGC11914,4.3,291.0,8.71,6.38214955835903e-10,4.268766566655528e-10,5.031934172181966e-10,-9.19503302282991,-9.369697593517731,-9.298265048970801,0.10323202614089055
UGC11914,4.39,291.0,7.92,6.25130822344962e-10,4.153633964186496e-10,4.919029767786896e-10,-9.204029087492446,-9.381571777983446,-9.308120549275092,0.10409146178264628
UGC11914,4.49,291.0,8.84,6.112080868807089e-10,4.0324974633385415e-10,4.800078626800041e-10,-9.213810908253647,-9.394425897133898,-9.318751648685723,0.10494074043207569
UGC11914,4.58,290.0,4.2,5.950863280398932e-10,3.927320956002332e-10,4.696656282502308e-10,-9.225420027428095,-9.405903605038503,-9.32821122182115,0.1027911943930544
UGC11914,4.87,289.0,10.6,5.557969754285068e-10,3.614754240724126e-10,4.388408814134108e-10,-9.255083820923677,-9.441921224102657,-9.357692921331504,0.10260910040782711
UGC11914,4.91,288.0,2.26,5.474606871357911e-10,3.5745537435491e-10,4.3486556210451973e-10,-9.261647061826645,-9.446778168915012,-9.36164498364339,0.09999792181674572
UGC11914,4.96,288.0,6.97,5.41941930209019e-10,3.5251753996785275e-10,4.299789581284067e-10,-9.266047246193875,-9.452819269249211,-9.366552796960693,0.10050555076681889
UGC11914,5.05,287.0,3.23,5.285935629549365e-10,3.4399716822843934e-10,4.215369444060512e-10,-9.276878129872815,-9.463445132509356,-9.375164356867076,0.09828622699426148
UGC11914,5.14,287.0,10.2,5.193380336424959e-10,3.357066957710515e-10,4.133098434606775e-10,-9.28454987074943,-9.474039996531493,-9.383724251360565,0.09917438061113515
UGC11914,5.24,286.0,10.3,5.058831732049452e-10,3.2689230164747433e-10,4.0454799266721365e-10,-9.295949765947778,-9.485595306985827,-9.393029949418422,0.09708018347064318
UGC11914,5.33,286.0,17.8,4.973410558337548e-10,3.1922085342460577e-10,3.969090411370026e-10,-9.303345687990625,-9.495908745669006,-9.401309008245295,0.0979633202546708
UGC11914,5.42,285.0,11.4,4.856684460980047e-10,3.1188556883637263e-10,3.8959260071892965e-10,-9.313660111743506,-9.506004719887699,-9.409389299990174,0.09572918824666843
UGC11914,5.51,285.0,12.0,4.777355676680918e-10,3.04772875037273e-10,3.8248610355138776e-10,-9.320812424056903,-9.516023688073389,-9.417384338969406,0.09657191491250217
UGC11914,5.61,284.0,4.03,4.65932788537299e-10,2.9731280446783347e-10,3.750190177863875e-10,-9.331676726384224,-9.52678638648973,-9.425946707978252,0.094269981594028
UGC11914,5.71,284.0,4.73,4.577728447800783e-10,2.9032779573326265e-10,3.6801417512661136e-10,-9.339349973373912,-9.537111383197955,-9.434135452900655,0.09478547952674354
UGC11914,5.8,283.0,6.44,4.475013319177755e-10,2.842637550560143e-10,3.6192193662401643e-10,-9.349205667736495,-9.546278511335414,-9.441385092862967,0.09217942512647248
UGC11914,5.89,283.0,4.96,4.406634507849063e-10,2.7833501996157657e-10,3.559552575946546e-10,-9.35589296896066,-9.55543214753144,-9.448604587984788,0.0927116190241275
UGC11914,5.98,283.0,5.37,4.340313921610531e-10,2.726922694783187e-10,3.5026640297530555e-10,-9.36247885816197,-9.564327173648016,-9.455601517555799,0.09312265939382947
UGC11914,6.08,283.0,11.0,4.268927179478779e-10,2.665839784607302e-10,3.4409668041221737e-10,-9.369681253446293,-9.5741659549791,-9.463319517107667,0.09363826366137395
UGC11914,6.15,283.0,1.14,4.220337764427801e-10,2.625287162754757e-10,3.3999372349315773e-10,-9.374652789948975,-9.58082318506611,-9.468529100244355,0.09387631029538035
UGC11914,6.17,283.0,17.3,4.2066575771849234e-10,2.614145826045646e-10,3.388654900136048e-10,-9.3760628382068,-9.582670189639757,-9.469972657364444,0.09390981915764485
UGC11914,6.26,283.0,7.94,4.146178474637536e-10,2.5634959777187686e-10,3.337308345110681e-10,-9.382352007383988,-9.591167359657526,-9.476603665567687,0.0942516581836994
UGC11914,6.35,283.0,18.3,4.087413740351335e-10,2.5142694862020803e-10,3.2873144110171846e-10,-9.388551399465534,-9.59958817529837,-9.483158756386986,0.09460735692145228
UGC11914,6.73,284.0,10.5,3.8839271080152257e-10,2.3199916035225492e-10,3.0890611782895933e-10,-9.41072892935204,-9.634513586898075,-9.510173490490883,0.09944456113884392
UGC11914,6.83,284.0,9.37,3.8270614109725434e-10,2.2718576606574648e-10,3.0396879671634264e-10,-9.417134568809596,-9.64361888208404,-9.517170995698589,0.10003642688899284
UGC11914,6.92,285.0,12.9,3.803934939091309e-10,2.2295190900581363e-10,2.9961684755694587e-10,-9.419766919661877,-9.65178880469073,-9.52343376975996,0.10366685009808307
UGC11914,7.37,288.0,1.24,3.64726183695622e-10,2.0301328809894098e-10,2.789968530559024e-10,-9.438033057562729,-9.692475534701693,-9.554400695321974,0.11636763775924486
UGC11914,8.6,297.0,2.13,3.324022097006954e-10,1.5692884595753083e-10,2.3033093030328608e-10,-9.478336097831281,-9.804297219008838,-9.637647738292497,0.15931164046121538
UGC11914,9.83,305.0,5.07,3.066871753820571e-10,1.217007158663359e-10,1.9174249573581738e-10,-9.513304384360703,-9.914706867161183,-9.717281624115877,0.203977239755174
UGC12506,0.82,107.0,25.6,4.524839278640066e-10,2.3735918063255166e-11,6.611433996686794e-11,-9.344396842235435,-10.624593965879686,-10.179704333357899,0.8353074911224638
UGC12506,2.46,159.0,26.5,3.330493545383862e-10,4.867436680355731e-11,1.0332914669805448e-10,-9.477491403684615,-10.312699689433193,-9.985777157041202,0.5082857533565868
UGC12506,4.1,194.0,13.9,2.9748773009153203e-10,5.366473493713538e-11,1.1004910068253224e-10,-9.526530942081422,-10.270311011381759,-9.95841350213571,0.43188256005428727
UGC12506,5.74,198.0,14.6,2.213440962776601e-10,5.0310265327426136e-11,1.0555062209228077e-10,-9.65493205709705,-10.298343392276056,-9.976539202712093,0.3216071456150438
UGC12506,7.38,211.0,13.2,1.9550506063055905e-10,4.600698280944218e-11,9.96647083446435e-11,-9.708841996449795,-10.337176247330211,-10.001458599807982,0.2926166033581872
UGC12506,9.02,222.0,13.6,1.7707158148666974e-10,4.5589584688725816e-11,9.908629241678229e-11,-9.751851133862802,-10.341134364108987,-10.003986421594544,0.25213528773174154
UGC12506,10.65,230.0,11.6,1.6097391963531166e-10,4.389539876096186e-11,9.672387763293862e-11,-9.79324448096171,-10.357581001339971,-10.014466301055148,0.22122182009343838
UGC12506,12.29,239.0,11.6,1.5062372155602245e-10,4.110355643790749e-11,9.277635423494848e-11,-9.822106626212317,-10.38612059966805,-10.032562697636976,0.21045607142465883
UGC12506,13.93,237.0,11.6,1.3067575872850004e-10,3.7656604746856057e-11,8.779902420555259e-11,-9.883804969625894,-10.424158840086161,-10.056510310796618,0.17270534117072422
UGC12506,15.57,240.0,11.6,1.1989010088117883e-10,3.560975120723785e-11,8.478294779238399e-11,-9.921216674367047,-10.448431060577395,-10.071691487653263,0.15047481328621615
UGC12506,17.21,245.0,11.6,1.1303182850023126e-10,3.374772529231862e-11,8.199578688062311e-11,-9.946799246820634,-10.471755494722936,-10.086208462024869,0.13940921520423544
UGC12506,18.85,249.0,11.6,1.0659499030495493e-10,3.112336650031357e-11,7.798991486026098e-11,-9.972263205572478,-10.506913433101557,-10.107961553767428,0.13569834819494986
UGC12506,20.49,248.0,11.6,9.727715442556674e-11,2.8049692232958055e-11,7.316749720552787e-11,-10.0119891419709,-10.552071899550825,-10.135681800350216,0.12369265837931565
UGC12506,22.13,250.0,11.6,9.15267535428255e-11,2.52050563634903e-11,6.855823062125357e-11,-10.03845194180532,-10.598512327056403,-10.163940399389144,0.125488457583824
UGC12506,23.77,255.0,11.6,8.865446920324772e-11,2.244344795800932e-11,6.392423612403281e-11,-10.052299366082408,-10.648910422188276,-10.194334452962941,0.1420350868805329
UGC12506,25.41,244.0,14.9,7.593193064791803e-11,1.9970787175296153e-11,5.961644499964119e-11,-10.119575557595049,-10.699604816493856,-10.224633925033862,0.10505836743881325
UGC12506,27.05,244.0,11.6,7.132829418719398e-11,1.8170677834607496e-11,5.6368711601124585e-11,-10.146738161987267,-10.7406288715726,-10.248961891575354,0.10222372958808634
UGC12506,28.68,249.0,11.6,7.005981754701537e-11,1.700854313001799e-11,5.4214337818557153e-11,-10.154530998026429,-10.769332884370426,-10.265885842391171,0.11135484436474208
UGC12506,30.32,251.0,11.6,6.73391609545793e-11,1.6057358658107167e-11,5.2413351957196026e-11,-10.171732299220078,-10.794325892092893,-10.280558065255164,0.10882576603508554
UGC12506,31.96,249.0,11.6,6.286969859976222e-11,1.4994683514078808e-11,5.0357018948713916e-11,-10.20155862167262,-10.824062696262553,-10.297939987310079,0.09638136563745903
UGC12506,33.6,244.0,12.9,5.742352255248801e-11,1.3615540861570769e-11,4.7610335437815774e-11,-10.240910169934523,-10.86596510213671,-10.322298758700258,0.08138858876573529
UGC12506,35.24,239.0,16.2,5.2530236603959015e-11,1.2320352636036249e-11,4.49391074826963e-11,-10.279590643065873,-10.9093768615147,-10.347375557176994,0.06778491411112064
UGC12506,36.88,238.0,18.4,4.9775136136466e-11,1.1415186170998102e-11,4.301163496362018e-11,-10.302987543490707,-10.94251700117963,-10.366414048676255,0.06342650518554827
UGC12506,38.52,241.0,24.9,4.8864927806391005e-11,1.0885863111742012e-11,4.185856748576519e-11,-10.311002738524898,-10.963137131179046,-10.378215638483544,0.06721289995864588
UGC12506,40.16,237.0,23.0,4.5326526869721256e-11,1.0406776937567259e-11,4.079696092400798e-11,-10.343647557338894,-10.982683754155667,-10.389372187476098,0.045724630137204514
UGC12506,41.8,228.0,14.0,4.030350970872629e-11,9.817944617606047e-12,3.946691563993857e-11,-10.394657132996265,-11.007979422056472,-10.403766812618816,0.009109679622550715
UGC12506,43.44,233.0,16.9,4.050153472482623e-11,9.317333674319265e-12,3.8312445593839157e-11,-10.392528519750892,-11.030708351186956,-10.41666012486344,0.02413160511254908
UGC12506,45.08,233.0,13.7,3.902809823528064e-11,9.10198103848802e-12,3.780864385260802e-11,-10.40862261054417,-11.040864073563597,-10.422408899942189,0.013786289398019846
UGC12506,46.71,230.0,11.6,3.670246722577755e-11,8.622042963763384e-12,3.666928604242292e-11,-10.435304740474736,-11.064389817381125,-10.435697545748548,0.00039280527381180264
UGC12506,48.35,226.0,11.6,3.423496235525551e-11,8.68278525344134e-12,3.6814797455444905e-11,-10.465530145346357,-11.06134094001138,-10.433977584545547,-0.031552560800809815
UGC12506,49.99,225.0,11.6,3.281945419646349e-11,8.815332171361864e-12,3.7130979758571876e-11,-10.483868645752004,-11.054761318365053,-10.43026359108821,-0.053605054663794505
UGC12632,0.71,24.1,7.55,2.651094393101665e-11,4.640554025157092e-12,2.5994293807615974e-11,-10.576574808791477,-11.33343016692248,-10.585121976638616,0.008547167847138937
UGC12632,1.42,33.6,5.02,2.5765564694444442e-11,4.699197295742947e-12,2.6173697418240092e-11,-10.588960334825506,-11.327976320745572,-10.58213492256782,-0.006825412257686736
UGC12632,2.14,44.8,3.38,3.039426946302065e-11,5.177562127361317e-12,2.760437869001618e-11,-10.517208290575041,-11.285874681153329,-10.559022023366595,0.04181373279155309
UGC12632,2.85,54.4,2.9,3.365134244915816e-11,5.3006095088908814e-12,2.7963563072336187e-11,-10.472997605834289,-11.275674188676888,-10.55340749229456,0.0804098864602718
UGC12632,3.55,57.4,2.89,3.007771823011188e-11,4.7144611379723374e-12,2.622024225106983e-11,-10.521755113481285,-11.32656793986814,-10.581363300143385,0.05960818666209988
UGC12632,4.26,61.4,3.44,2.8679831666745725e-11,4.1778791489739066e-12,2.4544610101403715e-11,-10.542423402042521,-11.379044126752277,-10.610043862409245,0.06762046036672409
UGC12632,4.97,63.8,3.64,2.6542047587376102e-11,4.094952204038311e-12,2.427789260241217e-11,-10.576065576513146,-11.38775116292519,-10.614789014090391,0.038723437577244724
UGC12632,5.69,65.5,3.82,2.4435418886711227e-11,3.893762142847833e-12,2.3621299208859242e-11,-10.611980211633643,-11.409630581630505,-10.62669621918139,0.014716007547747267
UGC12632,6.4,67.6,3.54,2.3139974321455125e-11,4.1399051464819216e-12,2.4422749869349642e-11,-10.635637127322754,-11.383009609321471,-10.612205438431728,-0.023431688891026425
